timestamp,event_id,user,workload,container_id,gpu_uuid,process,gpu_utilization_pct,memory_utilization_pct,power_watts,bytes_out_mb,destination,image_signed,privileged,host_pid_access,model_access,model_name,attestation_trusted,scenario,label,split
2026-08-12T00:00:00+00:00,evt-trusted_-0000,user-00,job-00,ctr-00,GPU-DEMO-0001,cuda-benchmark,93.911,30.194,315.09,206.979,backup.example.invalid,False,False,False,True,sentinel-7b-demo,True,trusted_training,benign,test
2026-08-12T00:05:00+00:00,evt-trusted_-0001,user-01,job-01,ctr-01,GPU-DEMO-0002,python-train,73.505,64.733,251.605,0.306,model-registry.internal,True,False,False,True,sentinel-7b-demo,True,trusted_training,benign,train
2026-08-12T00:10:00+00:00,evt-trusted_-0002,user-02,job-02,ctr-02,GPU-DEMO-0003,python-train,74.973,94.36,245.331,0.457,model-registry.internal,True,False,False,True,sentinel-7b-demo,True,trusted_training,benign,train
2026-08-12T00:15:00+00:00,evt-trusted_-0003,user-03,job-03,ctr-03,GPU-DEMO-0001,tritonserver,77.082,73.494,255.591,0.305,model-registry.internal,True,False,False,True,sentinel-7b-demo,True,trusted_training,benign,train
2026-08-12T00:20:00+00:00,evt-trusted_-0004,user-04,job-04,ctr-04,GPU-DEMO-0002,python-train,70.846,57.135,201.69,0.33,model-registry.internal,True,False,False,True,sentinel-7b-demo,True,trusted_training,benign,train
2026-08-12T00:25:00+00:00,evt-trusted_-0005,user-05,job-05,ctr-05,GPU-DEMO-0003,python-train,66.219,70.844,237.452,0.327,model-registry.internal,True,False,False,True,sentinel-7b-demo,True,trusted_training,benign,train
2026-08-12T00:30:00+00:00,evt-trusted_-0006,user-06,job-06,ctr-06,GPU-DEMO-0001,tritonserver,62.554,85.741,235.758,0.466,model-registry.internal,True,False,False,True,sentinel-7b-demo,True,trusted_training,benign,test
2026-08-12T00:35:00+00:00,evt-trusted_-0007,user-07,job-07,ctr-07,GPU-DEMO-0002,python-train,86.754,62.181,261.437,0.453,model-registry.internal,True,False,False,True,sentinel-7b-demo,True,trusted_training,benign,train
2026-08-12T00:40:00+00:00,evt-trusted_-0008,user-00,job-08,ctr-08,GPU-DEMO-0003,python-train,79.297,74.195,216.093,0.4,model-registry.internal,True,False,False,True,sentinel-7b-demo,True,trusted_training,benign,train
2026-08-12T00:45:00+00:00,evt-trusted_-0009,user-01,job-09,ctr-09,GPU-DEMO-0001,tritonserver,77.798,84.949,227.505,0.55,model-registry.internal,True,False,False,True,sentinel-7b-demo,True,trusted_training,benign,train
2026-08-12T00:50:00+00:00,evt-trusted_-0010,user-02,job-10,ctr-10,GPU-DEMO-0002,python-train,51.418,80.826,218.018,0.099,model-registry.internal,True,False,False,True,sentinel-7b-demo,True,trusted_training,benign,train
2026-08-12T00:55:00+00:00,evt-trusted_-0011,user-03,job-11,ctr-11,GPU-DEMO-0003,python-train,78.294,83.348,216.641,0.489,model-registry.internal,True,False,False,True,sentinel-7b-demo,True,trusted_training,benign,train
2026-08-12T01:00:00+00:00,evt-trusted_-0012,user-04,job-00,ctr-00,GPU-DEMO-0001,tritonserver,56.057,87.295,181.978,0.122,model-registry.internal,True,False,False,True,sentinel-7b-demo,True,trusted_training,benign,test
